year,cty_gisjoin,county,co_adj_supply_any,co_adj_supply_ccc,co_adj_supply_fcc,co_adj_supply_public,co_adj_supply_lr,co_adj_supply_hr,co_drive_time_any,co_drive_time_ccc,co_drive_time_fcc,co_drive_time_public,co_drive_time_lr,co_drive_time_hr,co_price_any,co_price_ccc,co_price_fcc,co_price_public,co_price_lr,co_price_hr,co_totcost_any,co_totcost_ccc,co_totcost_fcc,co_totcost_public,co_totcost_lr,co_quality_premium
2015,G2700230,Chippewa County,.65006435,.10715707,.48896161,.05394569,.53849435,.05762431,6.7053628,11.150655,6.6387305,9.5252657,6.6243334,11.058598,92.058411,97.193039,99.607117,0,100.71256,89.584892,103.23401,115.77747,110.67167,15.875443,111.75311,.96449137
2015,G2700410,Grant County,.53218502,0,.33773378,.19445123,.31288397,.02484978,5.6352191,34.684959,5.609026,10.947523,5.7072082,19.23526,81.733627,133.14667,106.25299,0,106.67908,106.37526,91.125656,190.95493,115.60137,18.245872,116.19109,1.2144012
2015,G2701210,Pope County,.49689317,.083548948,.37773916,.035605043,.46128759,5.3174580e-07,6.6357203,15.382918,6.4431043,15.68113,6.5262351,30.259443,98.147186,141.62578,102.99141,0,106.87061,119.89075,109.20672,167.26396,113.72992,26.135218,117.74767,1.4756001
2015,G2701270,Redwood County,.63360715,.0030641546,.5511632,.079379797,.55422735,5.6063337e-37,5.6679864,33.213764,5.6721473,12.854815,5.6722474,40.521843,90.184105,102.98859,98.832336,0,98.772415,78.445862,99.630753,158.34486,108.28591,21.424692,108.22617,1.3662632
2015,G2700290,Clearwater County,.56475788,0,.40695736,.15780053,.35708737,.049869973,6.8902383,42.970085,6.7951965,10.734221,9.7824707,31.786831,80.719215,127.61833,102.12409,0,103.94324,96.935921,92.20295,199.23514,113.44942,17.890369,120.24735,1.2878525
2015,G2700070,Beltrami County,.55329394,.068428077,.33995843,.14490744,.40508807,.0032984321,6.7791662,18.796247,9.2038345,9.9535427,9.0163031,26.931606,82.089081,146.89226,108.74005,0,113.09195,113.67664,93.387688,178.21933,124.07977,16.589237,128.11913,1.2729149
2015,G2701290,Renville County,.79882616,.14825554,.55366766,.096902989,.70192295,2.2216878e-07,4.370389,17.823196,4.5143981,7.937736,4.5350623,33.382427,91.621323,131.30499,108.42251,0,110.70712,127.65585,98.905304,161.01033,115.94651,13.22956,118.26556,1.5968369
2015,G2700330,Cottonwood County,.56463033,.045248568,.42737433,.092007428,.4726229,0,4.4893661,20.777485,4.3742371,6.9532671,4.4266768,37.248676,85.302689,79.505577,103.57433,0,99.707069,71.21788,92.784966,114.13471,110.86472,11.588778,107.08487,1.2478197
2015,G2700630,Jackson County,.75057089,.17318882,.44415373,.13322835,.61734253,0,6.2119193,12.016156,6.223052,9.292799,6.3094349,44.975155,85.538101,107.54027,97.820091,0,102.97786,86.351143,95.891304,127.56719,108.19184,15.487998,113.49358,1.4447695
2015,G2700770,Roseau County,.66821063,0,.57543594,.092774682,.57543594,0,7.0696826,112.4572,7.0564456,10.047754,7.0638266,70.600761,82.251129,131.23256,95.18911,0,95.196892,87.158142,94.033936,318.66122,106.94985,16.746258,106.96993,1.9307359
2015,G2700670,Kandiyohi County,.49041718,.088162214,.34794793,.054307021,.35595623,.080153935,4.3769326,9.9139585,4.440475,5.4696393,4.4718542,9.3742867,102.37109,156.31911,104.8745,0,107.67011,143.38811,109.66598,172.84236,112.2753,9.116065,115.1232,1.3945279
2015,G2701530,Todd County,.42901075,.044830728,.24457502,.139605,.27413967,.015266078,6.2723718,26.289133,6.5690632,8.3872938,6.6729002,18.492355,75.625618,111.52065,100.07803,0,101.59416,92.761024,86.079575,155.33586,111.02647,13.978824,112.71566,1.1097546
2015,G2700570,Hubbard County,.49244848,.066812284,.38832667,.037309516,.35461989,.10051905,6.2748728,16.809044,6.1675034,16.755129,6.2971888,13.982633,105.82985,147.23276,109.97041,0,110.54437,132.28712,116.28797,175.24783,120.24958,27.925215,121.03969,1.289387
2015,G2701590,Wadena County,.56757516,.037940886,.38821697,.14141729,.40237841,.023779448,6.2930622,15.087815,6.429575,6.247489,6.5347314,13.977137,81.729713,115.32719,105.55832,0,104.66093,112.71168,92.218155,140.47354,116.27428,10.412481,115.55215,1.1760075
2015,G2701450,Stearns County,.66010952,.14691903,.45822713,.054963354,.53119212,.073954046,4.1314631,7.1394472,4.1786151,6.6351995,4.1310606,11.856238,119.69104,176.74748,112.69141,0,122.24434,155.57596,126.57681,188.64656,119.65577,11.058666,129.12944,1.3621963
2015,G2700150,Redwood County,.63360715,.0030641546,.5511632,.079379797,.55422735,5.6063337e-37,5.6679864,33.213764,5.6721473,12.854815,5.6722474,40.521843,90.184105,102.98859,98.832336,0,98.772415,78.445862,99.630753,158.34486,108.28591,21.424692,108.22617,1.3662632
2015,G2701650,Watonwan County,.469791,.16082586,.23777063,.071194507,.3277083,.070888184,2.7951028,3.8271568,3.1318099,3.786154,2.8867729,9.3823643,73.291565,81.417458,90.208244,0,89.900963,71.341843,77.950073,87.796051,95.427925,6.3102565,94.71225,.91835856
2015,G2700910,Martin County,.88121843,.099824384,.66739082,.11400323,.76721519,1.1021203e-14,4.9085269,12.46119,4.8923354,7.2159672,4.9399872,28.907303,92.08577,138.23225,98.370453,0,103.2743,101.65154,100.26665,159.00092,106.52435,12.026612,111.50761,1.351969
2015,G2700930,Meeker County,.52959114,.097949818,.31860197,.11303939,.41365486,.0028969101,5.5054998,13.353834,5.9951844,8.1207838,5.8537025,23.003765,98.961143,164.45171,106.8592,0,117.00475,99.47934,108.13698,186.7081,116.85117,13.534639,126.76092,1.0947137
2015,G2700210,Cass County,.5003221,.046028387,.30138159,.1529121,.31254673,.034863263,8.4238129,24.558258,10.184133,14.014971,10.414541,20.906765,86.758011,151.05042,113.5368,0,115.14557,139.75714,100.7977,191.98085,130.51036,23.358286,132.50314,1.335749
2015,G2701030,Nicollet County,.71668625,.31338406,.35354826,.049753949,.61369801,.053234313,4.3044705,5.4596276,4.4105091,5.3845172,4.2552447,5.9240956,127.95098,164.26677,118.95718,0,138.34074,122.22248,135.12511,173.36615,126.30803,8.9741955,145.43282,.92186332
2015,G2700970,Morrison County,.57525009,.053163283,.44877967,.073307127,.40627173,.095671229,5.6498857,18.365822,5.7417116,10.614231,5.7855039,15.096579,95.168945,143.05774,105.48579,0,105.15743,130.60724,104.58543,173.66745,115.05531,17.690386,114.79993,1.369472
2015,G2701430,Sibley County,.65474117,.00083606562,.53072912,.12317601,.53141057,.00015458146,4.0831766,28.52474,4.1596117,4.9656405,4.1598802,29.544678,86.406113,174.01384,111.92902,0,111.9595,165.26764,93.211403,221.55507,118.86171,8.2760677,118.89263,1.8302596
2015,G2700850,McLeod County,.74728256,.17646548,.48089108,.089926004,.60816443,.049192134,3.7520003,8.8370457,3.9034824,6.0018144,3.7641149,9.3842964,115.69109,184.95131,114.14715,0,126.86205,136.10173,121.94443,199.67972,120.65295,10.003024,133.13557,1.1890291
2015,G2700610,Beltrami County,.55329394,.068428077,.33995843,.14490744,.40508807,.0032984321,6.7791662,18.796247,9.2038345,9.9535427,9.0163031,26.931606,82.089081,146.89226,108.74005,0,113.09195,113.67664,93.387688,178.21933,124.07977,16.589237,128.11913,1.2729149
2015,G2700130,Blue Earth County,.8857525,.28196073,.41988471,.18390708,.66879213,.033053316,3.8534617,5.9896502,3.8715248,5.8826256,3.8664455,8.483427,110.19905,155.43848,119.04589,0,133.82356,117.91605,116.62149,165.42123,125.49844,9.8043766,140.26764,.96894282
2015,G2700350,Crow Wing County,.56396157,.17795108,.31418705,.07182344,.44787991,.044258222,5.7173934,9.810955,5.9983993,9.4526587,5.6452403,12.941281,115.81369,151.41411,119.69241,0,128.05583,134.92679,125.34267,167.7657,129.68973,15.754431,137.46455,1.1561023
2015,G2700710,Koochiching County,.54737866,.034147069,.32536805,.18786351,.35951513,0,5.6100621,107.29885,6.3457193,6.1005168,5.5683608,123.23959,81.019928,119.72951,107.56665,0,107.65846,86.803276,90.370026,298.56091,118.14285,10.167528,116.93907,2.524528
2015,G2700090,Benton County,.64282387,.13517666,.46685481,.040792417,.54826063,.053770822,4.3045812,7.3590617,4.3007417,7.8040662,4.2773662,8.8618011,120.89871,187.12352,114.07664,0,123.60183,184.79468,128.07301,199.38863,121.24454,13.006777,130.73077,1.5264118
2015,G2701710,Wright County,.47223222,.10611855,.32253817,.043575507,.39516243,.033494264,4.0981669,6.7334914,4.0077677,6.9186831,4.0466199,12.828429,142.36426,227.94691,138.32695,0,145.82262,221.80385,149.19455,239.16939,145.00656,11.531138,152.56699,1.6065192
2015,G2700430,Faribault County,.72302127,.18590179,.44136688,.095752552,.49344003,.13382867,7.0699883,12.49239,6.9868989,11.460398,7.0236974,19.61517,92.679443,118.39004,99.998894,0,98.90451,139.69102,104.46276,139.21069,111.64372,19.100662,110.61067,1.6001143
2015,G2701410,Sherburne County,.52267367,.16101462,.33761624,.024042841,.47535238,.023278467,4.2576199,6.7288871,4.3753362,7.1174192,4.2794867,10.792747,139.52832,198.66829,131.02129,0,144.19109,212.6053,146.62434,209.8831,138.31351,11.862366,151.32356,1.5312185
2015,G2700790,Le Sueur County,.72175974,.074779831,.53991914,.10706075,.53826314,.076435819,3.8473523,13.837517,3.8583193,5.3497877,3.8931396,8.7184839,115.07035,195.14291,125.52775,0,127.79306,156.98544,121.4826,218.20544,131.95828,8.9163122,134.28162,1.2879627
2015,G2700190,Carver County,.55150956,.32738537,.20318688,.020937305,.39265642,.1379158,3.8878496,5.7271152,3.868798,5.8989949,3.8476651,7.6725926,196.04683,238.27634,163.44414,0,188.43045,257.39008,202.52658,247.82153,169.89214,9.8316584,194.84323,1.3994526
2015,G2700950,Mille Lacs County,.52730411,.24073863,.24172597,.044839498,.44102418,.041440412,5.1215606,10.769314,6.0384007,9.3242941,5.1649947,15.982686,113.70655,138.591,118.79597,0,119.68419,143.30818,122.24249,156.53986,128.85997,15.54049,128.29251,1.4080776
2015,G2701390,Scott County,.52692491,.17476751,.33695665,.015200783,.44246292,.069261223,4.116003,4.9992142,4.0796647,6.3374782,4.1102161,5.6322508,189.90596,258.12665,161.8792,0,183.6451,264.21716,196.76598,266.45868,168.67865,10.562464,190.49547,1.4482942
2015,G2700010,Aitkin County,.68118143,.0036498054,.51705414,.16047749,.4983016,.02240237,6.3982759,36.485062,6.784265,9.3001156,6.7641487,26.216827,94.570053,126.61069,113.65366,0,115.70961,104.67036,105.23385,187.41913,124.96077,15.500192,126.98319,1.1715387
2015,G2700530,Carver County,.55150956,.32738537,.20318688,.020937305,.39265642,.1379158,3.8878496,5.7271152,3.868798,5.8989949,3.8476651,7.6725926,196.04683,238.27634,163.44414,0,188.43045,257.39008,202.52658,247.82153,169.89214,9.8316584,194.84323,1.3994526
2015,G2701610,Waseca County,.53454578,.078287005,.40210462,.054154154,.48039162,3.1665101e-16,3.4776306,7.8620324,3.5641255,6.4285622,3.509995,21.277414,99.522186,130.505,107.73702,0,109.24967,186.32539,105.31824,143.60838,113.67723,10.714271,115.09967,1.9371649
2015,G2700470,Freeborn County,.49370843,.12016287,.34214801,.031397536,.43369469,.028616205,5.0525851,9.8431005,5.0906301,8.538209,5.0616965,12.324083,111.62524,163.25078,106.58781,0,115.31699,187.08475,120.04621,179.65594,115.07219,14.230349,123.75316,1.7068297
2015,G2701310,Le Sueur County,.72175974,.074779831,.53991914,.10706075,.53826314,.076435819,3.8473523,13.837517,3.8583193,5.3497877,3.8931396,8.7184839,115.07035,195.14291,125.52775,0,127.79306,156.98544,121.4826,218.20544,131.95828,8.9163122,134.28162,1.2879627
2015,G2700650,Kanabec County,.97457737,.039561007,.38125914,.55375719,.42081991,2.3156140e-07,6.7130156,13.287978,6.7133369,9.4860821,6.5572124,25.435644,76.65097,146.20915,111.18194,0,114.4497,115.28117,87.839333,168.35577,122.37083,15.810138,125.37839,1.2671943
2015,G2700030,Anoka County,.51862252,.24931757,.24096163,.028343286,.36793619,.12234302,4.3028283,4.828896,4.2685685,6.0955114,4.3184662,5.5223265,186.59689,242.17833,150.65208,0,178.79605,242.69711,193.76826,250.22649,157.76636,10.159186,185.9935,1.3590509
2015,G2700590,Isanti County,.38654545,.1931168,.16228999,.031138645,.28964135,.065765448,5.724194,9.0819407,5.6523933,7.9336681,5.8143687,7.7122254,139.45,182.91476,130.56061,0,144.64008,175.08125,148.99031,198.05133,139.98128,13.22278,154.3307,1.2278982
2015,G2701470,Steele County,.80068856,.18419558,.54646862,.070024379,.64634216,.084321991,4.0671978,7.1876621,4.1108804,4.8756261,4.051558,7.8890085,119.62294,193.45799,109.62167,0,122.63337,198.31548,126.4016,205.43742,116.47314,8.1260433,129.38597,1.6577566
2015,G2700370,Dakota County,.55622625,.28909084,.24775954,.019375905,.39989638,.13695398,4.1203294,4.3718758,4.1109843,4.9021564,4.1303725,5.225862,207.18616,260.60828,164.55324,0,193.68904,273.04556,214.05338,267.89474,171.40489,8.1702604,200.573,1.4119818
2015,G2701230,Anoka County,.51862252,.24931757,.24096163,.028343286,.36793619,.12234302,4.3028283,4.828896,4.2685685,6.0955114,4.3184662,5.5223265,186.59689,242.17833,150.65208,0,178.79605,242.69711,193.76826,250.22649,157.76636,10.159186,185.9935,1.3590509
2015,G2700250,Isanti County,.38654545,.1931168,.16228999,.031138645,.28964135,.065765448,5.724194,9.0819407,5.6523933,7.9336681,5.8143687,7.7122254,139.45,182.91476,130.56061,0,144.64008,175.08125,148.99031,198.05133,139.98128,13.22278,154.3307,1.2278982
2015,G2701150,Pine County,.375393,.021421982,.27957055,.07440047,.25066641,.050326124,8.4811354,21.102497,9.0500708,11.307409,9.2465963,14.170055,102.3314,112.5975,120.79012,0,118.63419,123.8704,116.46663,147.76833,135.87357,18.845682,134.04518,1.1054766
2015,G2701370,St. Louis County,.54622197,.18547592,.23938674,.1213593,.39560696,.029255705,4.8307767,10.527256,5.1229687,5.8149495,5.0332203,16.219059,107.17493,145.82744,123.78483,0,128.50755,141.8455,115.22623,163.37286,132.3231,9.6915827,136.89624,1.2528223
2015,G2700990,Freeborn County,.49370843,.12016287,.34214801,.031397536,.43369469,.028616205,5.0525851,9.8431005,5.0906301,8.538209,5.0616965,12.324083,111.62524,163.25078,106.58781,0,115.31699,187.08475,120.04621,179.65594,115.07219,14.230349,123.75316,1.7068297
2015,G2700390,Dodge County,.74646246,.10347938,.58069575,.062287316,.6838755,.00029962166,4.3820548,11.168596,4.3849788,9.1354914,4.3883071,17.801973,119.37337,182.17142,122.25918,0,126.87634,160.26003,126.67679,200.78574,129.56747,15.225819,134.19017,1.4555217
2015,G2700490,Dakota County,.55622625,.28909084,.24775954,.019375905,.39989638,.13695398,4.1203294,4.3718758,4.1109843,4.9021564,4.1303725,5.225862,207.18616,260.60828,164.55324,0,193.68904,273.04556,214.05338,267.89474,171.40489,8.1702604,200.573,1.4119818
2015,G2701630,Washington County,.49603677,.24467321,.22212906,.029234508,.35591906,.11088319,4.2586803,4.886065,4.2170815,6.538609,4.2575402,5.9324999,197.35696,261.38867,160.62111,0,192.52126,264.48889,204.45477,269.53214,167.64958,10.897682,199.61716,1.4051045
2015,G2700170,Carlton County,.62491339,.18027472,.25569201,.18894665,.30279493,.1331718,5.4679523,9.4519758,5.669651,7.6591182,5.6433034,8.5563993,91.344536,123.84535,117.86693,0,120.21517,111.57583,100.45779,139.59865,127.31635,12.765197,129.62067,.97300249
2015,G2701090,Olmsted County,.78376806,.29952398,.38795382,.096290275,.47731721,.21016058,4.1425781,4.6797366,4.0084691,4.7818537,4.0481119,5.0135961,163.91438,231.45706,141.58804,0,154.67004,234.36633,170.81868,239.25662,148.26883,7.9697561,161.41689,1.5058805
2015,G2701570,Wabasha County,.71226209,.066968851,.57200098,.073292233,.60009336,.038876478,4.7876444,11.853699,4.8568945,8.5007429,4.7910175,15.789705,110.34303,167.55966,121.17796,0,124.07508,187.93207,118.32243,187.31583,129.27278,14.167905,132.0601,1.6288073
2015,G2700450,Fillmore County,.66205329,.17066571,.39000744,.10138016,.56067318,8.7746054e-16,6.4514194,14.692138,7.1932411,12.385902,6.3329401,37.055958,93.128609,138.86444,103.28458,0,110.2509,138.72398,103.88097,163.35133,115.27332,20.643169,120.8058,1.7186167
2015,G2701690,Winona County,.78960478,.20456082,.52647817,.058565818,.64705527,.08398369,4.3933034,8.71912,4.4109879,7.3195171,4.4133444,13.572155,112.038,166.6801,111.84995,0,119.84109,148.34383,119.36018,181.21196,119.20159,12.199195,127.19667,1.3634384
2015,G2700750,Lake County,.28338614,0,.23221874,.051167395,.23221874,0,5.3261704,44.615284,5.309629,5.5935159,5.3084249,43.628716,92.238136,186.07353,117.29438,0,117.34562,105.20634,101.11508,260.43234,126.14376,9.3225269,126.19299,1.399586
2015,G2700550,Houston County,.7427575,.070462488,.56430602,.107989,.63476849,0,4.908833,23.828365,4.8706617,7.8630509,4.8806434,45.333099,97.549072,138.1165,111.50924,0,112.06396,106,105.73045,177.83044,119.62701,13.105084,120.19836,1.5234749
2015,G2700310,Cook County,1.0479441,.11663926,.78815645,.14314832,.90479571,0,12.088447,53.894901,21.686932,19.522955,11.940376,163.44876,93.566986,63,117.65733,0,111.85661,105,113.71439,152.82483,153.80222,32.538261,131.75723,3.0140698
2014,G2700890,Marshall County,.58924299,.046477731,.42873219,.11403307,.47520992,0,8.7213249,29.332394,9.9823399,21.136074,9.6120272,62.117268,88.248962,116.22725,101.84434,0,104.21105,109.63647,102.7845,165.11458,118.48157,35.226791,120.23109,1.8063834
2014,G2700690,Kittson County,.57771683,0,.45295119,.12476565,.45295119,0,8.3154488,70.728119,8.6232901,9.779664,8.526289,108.97758,74.167816,115.78004,98.713799,0,98.709877,112.51873,88.026901,233.66025,113.08595,16.299438,112.92036,2.6405346
2014,G2701190,Polk County,.77834749,.15550621,.48523712,.13760413,.56543213,.075311199,5.8625531,17.305849,5.7971401,7.6111312,5.8304009,16.759497,90.207375,116.69009,106.83796,0,111.82405,94.343109,99.978294,145.53317,116.49986,12.685218,121.54138,1.0197728
2014,G2701550,Traverse County,1.1406966,0,.66932416,.47137251,.66932416,0,5.9067454,76.727379,5.831574,6.6676188,5.9141965,90.657043,77.075943,92.661797,99.332169,0,99.45533,56.335701,86.920517,220.54076,109.05146,11.112698,109.31232,1.9095042
2014,G2700110,Traverse County,1.1406966,0,.66932416,.47137251,.66932416,0,5.9067454,76.727379,5.831574,6.6676188,5.9141965,90.657043,77.075943,92.661797,99.332169,0,99.45533,56.335701,86.920517,220.54076,109.05146,11.112698,109.31232,1.9095042
2014,G2701070,Norman County,.8731783,.32312846,.44229123,.10775862,.52583671,.23958302,6.1858797,14.737165,7.3213758,26.600187,7.3723793,23.911259,99.49678,125.51951,101.81996,0,108.62477,69.687553,109.80658,150.08145,114.02225,44.333645,120.91207,.91567165
2014,G2700270,Clay County,.63097459,.17133528,.41668451,.042954784,.55673015,.03128963,4.5953131,8.7879915,4.5898452,7.903275,4.5563703,10.183383,119.64574,162.49905,116.89571,0,127.7326,135.34506,127.3046,177.14571,124.54545,13.172125,135.32655,1.1357354
2014,G2701670,Wilkin County,.74194008,.010490702,.65126836,.080181025,.66175908,0,6.9540696,47.018665,9.9810877,24.196888,9.4761992,68.439217,89.8368,143.76346,101.46919,0,102.92104,162.6606,101.42692,222.12791,118.10434,40.328144,118.71471,2.4293509
2014,G2701130,Pennington County,.76043433,.11668392,.60270196,.041048463,.71938592,0,5.5723395,8.8758965,5.6328087,8.1374216,5.5673218,36.889561,100.54546,118.34751,104.32717,0,106.16544,102,109.83269,133.14067,113.71519,13.562369,115.44431,1.4267941
2014,G2700810,Lincoln County,.93811303,0,.7446382,.19347481,.7446382,0,5.4274774,64.018944,5.506011,9.038682,5.529284,94.043465,78.498878,94.811127,95.296547,0,95.307091,64.866341,87.54467,201.50937,104.47323,15.06447,104.52257,2.1554518
2014,G2701330,Rock County,.73437262,0,.73437262,5.8760641e-14,.73437262,0,4.1191416,41.336147,4.0459557,24.387262,4.1057229,113.60655,100.99127,172.46391,101.42101,0,101.63136,85.755585,107.85651,241.3575,108.16426,40.645435,108.47423,2.5776083
2014,G2701170,Pipestone County,.72942346,.069867902,.52798879,.13156675,.5978567,0,3.9261212,25.875456,4.4271331,9.6862221,4.3748007,113.18619,82.266319,113.51389,99.895752,0,102.39405,54.555012,88.809853,156.63965,107.27431,16.143703,109.68539,2.2246811
2014,G2700730,Lac qui Parle County,.5219655,.017109176,.35702047,.14783584,.37412155,8.1120816e-06,9.7379131,21.935804,9.7027388,10.790933,9.8800621,36.976673,79.334084,143.92575,100.69227,0,107.10777,81.089699,95.563942,180.48543,116.8635,17.984888,123.57453,1.1684226
