year,ED_region,county,s_Price,s_Capacity,s_ShareCCC,s_ShareHighRated
2017,Headwaters,Hubbard,110.9,10.8,.036,.357
2017,Northwest,Marshall,90.90000000000001,11.3,.027,.189
2017,Southcentral,Faribault,98.40000000000001,12.9,.143,.2
2017,Southcentral,Waseca,99.3,12.2,.048,.095
2017,Southcentral,Sibley,104,10.3,0,.176
2017,Arrowhead,Lake,116,9.300000000000001,0,.143
2017,EastCentral,Isanti,130.1,17.2,.156,.222
2017,UpperMNvalley,Yellow Medicine,89.59999999999999,10.1,0,.211
2017,Westcentral,Grant,86.7,11.4,0,.208
2017,EastCentral,Pine,108.7,11.4,.02,.26
2017,UpperMNvalley,Lac qui Parle,101.4,10.1,.05,.1
2017,Southwest,Lincoln,86.7,10.6,0,.179
2017,Westcentral,Pope,102.9,12.3,.034,.069
2017,UpperMNvalley,Swift,86.8,11.5,.034,.138
2017,EastCentral,Kanabec,101.6,11.5,.059,.294
2017,Westcentral,Becker,109.1,12.1,.031,.347
2017,Headwaters,Mahnomen,77.90000000000001,14.3,0,.571
2017,Southwestcentral,Renville,97.8,13.6,.103,.103
2017,Arrowhead,Aitkin,100,11.5,0,.364
2017,UpperMNvalley,Big Stone,85.2,9.6,0,.105
2017,Northwest,Kittson,82,11,0,.25
2017,Southwest,Jackson,85.3,12.5,.059,.235
2017,Westcentral,Traverse,86.8,11.1,0,.167
2018,Southeast,Freeborn,101.6,12.3,.031,.138
2018,Metro,Washington,166.7,20.1,.123,.2
2018,Southwestcentral,Kandiyohi,106.9,13.1,.046,.193
2018,Southern,Olmsted,150.1,18,.084,.147
2018,Southern,Winona,116,14.1,.08,.134
2018,NorthCentral,Wadena,96.09999999999999,12.6,.079,.237
2018,Metro,Ramsey,176.8,25.8,.247,.299
2018,Metro,Dakota,181.7,22.6,.168,.154
2018,Metro,Anoka,159.6,18.5,.133,.192
2018,Northwest,Polk,103.5,13.7,.05,.18
2018,Southern,Wabasha,120.8,10.8,.029,.157
2018,NorthCentral,Todd,90.2,12.1,.017,.25
2018,Metro,Hennepin,201.2,33.7,.329,.254
2018,Northwest,Pennington,110.3,10.8,.031,.063
2018,Southern,Mower,105,13.1,.026,.158
2018,Metro,Scott,171.1,16.1,.075,.099
2018,Southeast,Dodge,127.2,11.4,.014,.072
2018,Central,Stearns,119.8,13.5,.071,.11
2018,Southeast,Goodhue,128.8,12.6,.068,.117
2018,Central,Wright,145.1,14.5,.048,.102
2018,Southwest,Lyon,104.4,13.5,.064,.174
2018,Southeast,Fillmore,99.59999999999999,16.1,.089,.156
2018,Southcentral,Le Sueur,118.9,11,.012,.14
2018,Southern,Rice,141.4,12.3,.053,.09
2018,EastCentral,Mille Lacs,111.6,17.1,.106,.17
2018,Southeast,Houston,103.6,13,.056,.185
2018,Headwaters,Beltrami,108.9,13,.033,.172
2018,Central,Sherburne,142.8,14.4,.074,.074
2018,Southcentral,Martin,94.59999999999999,11,.015,.118
2018,Southwestcentral,McLeod,114.4,13,.048,.143
2018,Westcentral,Clay,125,13.8,.064,.162
2018,NorthCentral,Morrison,101.5,11.7,.038,.219
2018,UpperMNvalley,Chippewa,100.5,12.7,.03,.152
2018,Northwest,Red Lake,79.40000000000001,21.2,.045,.227
2018,Southwest,Murray,90.40000000000001,12.4,.043,.087
2018,Southwest,Nobles,88.7,14,.039,.216
2018,Metro,Carver,173.4,26.2,.178,.141
2018,Westcentral,Stevens,96.2,11.8,.065,.194
2018,Southcentral,Blue Earth,118.5,20.5,.125,.146
2018,Southern,Steele,111.9,13.6,.032,.113
2018,Southcentral,Brown,105.6,13.3,.04,.152
2018,Central,Benton,126.7,12.3,.034,.074
2018,NorthCentral,Crow Wing,120,15.8,.119,.169
2018,Arrowhead,Saint Louis,124.5,18.8,.133,.221
2018,NorthCentral,Cass,97.5,14.2,.054,.429
2018,Westcentral,Douglas,112,12,.034,.121
2018,Arrowhead,Cook,131.2,17.7,.222,.444
2018,Southwestcentral,Meeker,102.4,15.6,.051,.179
2018,Southcentral,Nicollet,128.3,18.8,.176,.074
2018,Westcentral,Otter Tail,103.6,12,.014,.136
2018,Arrowhead,Itasca,97,13.6,.023,.375
2018,Southwest,Cottonwood,91.5,10.9,.024,.244
2018,Northwest,Roseau,92.2,10,0,.138
2018,Headwaters,Clearwater,101.4,10.2,0,.185
2018,Westcentral,Wilkin,88.8,10.5,0,.143
2018,Northwest,Norman,86.90000000000001,14.5,.05,.25
2018,EastCentral,Chisago,137.3,17,.084,.158
2018,Arrowhead,Koochiching,82,12.1,0,.227
2018,Southcentral,Watonwan,100.5,14.5,.111,.148
2018,Arrowhead,Carlton,103.4,19,.087,.362
2018,Headwaters,Lake of the Woods,83.09999999999999,12.1,0,.333
2018,Southwest,Pipestone,91.8,11,.026,.154
2018,Southwest,Rock,94.09999999999999,11,0,.053
2018,Southwest,Redwood,99.09999999999999,9.9,0,.122
2018,Headwaters,Hubbard,115,11,.019,.321
2018,Northwest,Marshall,95.09999999999999,11.5,.03,.182
2018,EastCentral,Kanabec,108.2,25.2,.063,.281
2018,Southcentral,Faribault,93.3,13,.083,.194
2018,Arrowhead,Lake,112.2,9.199999999999999,0,.143
2018,EastCentral,Isanti,134.7,18.9,.167,.238
2018,Westcentral,Pope,109,12,.032,.065
2018,UpperMNvalley,Yellow Medicine,102,9.699999999999999,.025,.2
2018,Southcentral,Sibley,105.8,10.3,0,.163
2018,Westcentral,Grant,89.5,11.9,0,.238
2018,EastCentral,Pine,114,12.1,.038,.245
2018,UpperMNvalley,Lac qui Parle,103.3,10,.05,.1
2018,Southwest,Lincoln,93.5,10.5,0,.16
2018,UpperMNvalley,Swift,95.40000000000001,13.3,.074,.111
2018,Arrowhead,Aitkin,102.7,11.5,0,.333
2018,Westcentral,Becker,108.7,12,.021,.385
2018,Headwaters,Mahnomen,79.7,14.7,0,.6
2018,Southwestcentral,Renville,99.5,12.4,.079,.105
2018,UpperMNvalley,Big Stone,89.5,9.699999999999999,0,.095
2018,Northwest,Kittson,84.40000000000001,10.4,0,.211
2018,Southwest,Jackson,91.59999999999999,12.8,.065,.258
2018,Westcentral,Traverse,85.40000000000001,11.4,0,.2
2018,Southcentral,Waseca,101.2,12.3,.048,.095
